famille,age,sexe,attribute_set,,categories_es,categories_it
TROUSSEAU,DPAM,G,Textile,,El Universo del recién nacido/La Puericultura/El Baño/Neceser y estuches,L'universo del neonato/Articoli per bambini/Il bagnetto/Beauty cases
TROUSSEAU,DPAM,M,Textile,,El Universo del recién nacido/La Puericultura/El Baño/Neceser y estuches,L'universo del neonato/Articoli per bambini/Il bagnetto/Beauty cases
VANITY,BEBE,F,Textile,,El Universo del recién nacido/La Puericultura/El Baño/Neceser y estuches,L'universo del neonato/Articoli per bambini/Il bagnetto/Beauty cases
VANITY,BEBE,G,Textile,,El Universo del recién nacido/La Puericultura/El Baño/Neceser y estuches,L'universo del neonato/Articoli per bambini/Il bagnetto/Beauty cases
VANITY,BEBE,M,Textile,,El Universo del recién nacido/La Puericultura/El Baño/Neceser y estuches,L'universo del neonato/Articoli per bambini/Il bagnetto/Beauty cases
VANITY,DPAM,F,Textile,,El Universo del recién nacido/La Puericultura/El Baño/Neceser y estuches,L'universo del neonato/Articoli per bambini/Il bagnetto/Beauty cases
VANITY,DPAM,G,Textile,,El Universo del recién nacido/La Puericultura/El Baño/Neceser y estuches,L'universo del neonato/Articoli per bambini/Il bagnetto/Beauty cases
VANITY,DPAM,M,Textile,,El Universo del recién nacido/La Puericultura/El Baño/Neceser y estuches,L'universo del neonato/Articoli per bambini/Il bagnetto/Beauty cases
VEILLE BB,BEBE,F,Electroménager,,El Universo del recién nacido/La Puericultura/El Sueño/Intercomunicadores,L'universo del neonato/Articoli per bambini/La nanna/Baby Phone
VEILLE BB,BEBE,G,Electroménager,,El Universo del recién nacido/La Puericultura/El Sueño/Intercomunicadores,L'universo del neonato/Articoli per bambini/La nanna/Baby Phone
VEILLE BB,BEBE,M,Electroménager,,El Universo del recién nacido/La Puericultura/El Sueño/Intercomunicadores,L'universo del neonato/Articoli per bambini/La nanna/Baby Phone
VEILLE BB,DPAM,F,Electroménager,,El Universo del recién nacido/La Puericultura/El Sueño/Intercomunicadores,L'universo del neonato/Articoli per bambini/La nanna/Baby Phone
VEILLE BB,DPAM,G,Electroménager,,El Universo del recién nacido/La Puericultura/El Sueño/Intercomunicadores,L'universo del neonato/Articoli per bambini/La nanna/Baby Phone
VEILLE BB,DPAM,M,Electroménager,,El Universo del recién nacido/La Puericultura/El Sueño/Intercomunicadores,L'universo del neonato/Articoli per bambini/La nanna/Baby Phone
VEILLEUSE,BEBE,F,Electroménager,,"El Universo del recién nacido/La Puericultura/El Sueño/Luz de noche, móviles","L'universo del neonato/Articoli per bambini/La nanna/Lucine, giostrine"
VEILLEUSE,BEBE,G,Electroménager,,"El Universo del recién nacido/La Puericultura/El Sueño/Luz de noche, móviles","L'universo del neonato/Articoli per bambini/La nanna/Lucine, giostrine"
VEILLEUSE,BEBE,M,Electroménager,,"El Universo del recién nacido/La Puericultura/El Sueño/Luz de noche, móviles","L'universo del neonato/Articoli per bambini/La nanna/Lucine, giostrine"
VEILLEUSE,DPAM,F,Electroménager,,"El Universo del recién nacido/La Puericultura/El Sueño/Luz de noche, móviles","L'universo del neonato/Articoli per bambini/La nanna/Lucine, giostrine"
VEILLEUSE,DPAM,G,Electroménager,,"El Universo del recién nacido/La Puericultura/El Sueño/Luz de noche, móviles","L'universo del neonato/Articoli per bambini/La nanna/Lucine, giostrine"
VEILLEUSE,DPAM,M,Electroménager,,"El Universo del recién nacido/La Puericultura/El Sueño/Luz de noche, móviles","L'universo del neonato/Articoli per bambini/La nanna/Lucine, giostrine"
VESTE,BEBE,F,Vêtements,,"Bebé Niña 3 a 23 meses/Abrigos, Cazadoras/Impermeables, parkas, chaquetas","Bebè bambina 3 -  23 mesi/Cappottini, giacchette/Impermeabili, giubbotti, giacche"
VESTE,BEBE,G,Vêtements,,"Bebé Niño 3 a 23 meses/Abrigos, Cazadoras/Impermeables, parkas, chaquetas","Bebè bambino 3 -  23 mesi/Cappottini, giacchette/Impermeabili, giubbotti, giacche"
VESTE,BEBE,M,Vêtements,,,
VESTE,DPAM,F,Vêtements,,"Niña 3 - 14 años/Abrigos y Cazadoras/chaquetas, Cazadoras","Bambina 3 - 14 anni/Cappotti e giacche pesanti/Giacche, giubbotti"
VESTE,DPAM,G,Vêtements,,"Niño 3 - 14 años/Abrigos y Cazadoras/chaquetas, Cazadoras","Bambino 3 - 14 anni/Cappotti e giacche pesanti/Giacche, giubbotti"
VESTE,DPAM,M,Vêtements,,"Niña 3 - 14 años/Abrigos y Cazadoras/chaquetas, Cazadoras;;Niña 3 - 14 años/Abrigos y Cazadoras/chaquetas, Cazadoras","Bambina 3 - 14 anni/Cappotti e giacche pesanti/Giacche, giubbotti;;Bambina 3 - 14 anni/Cappotti e giacche pesanti/Giacche, giubbotti"
VESTE AUTRICHIE,BEBE,F,Vêtements,,"Bebé Niña 3 a 23 meses/Abrigos, Cazadoras/Impermeables, parkas, chaquetas","Bebè bambina 3 -  23 mesi/Cappottini, giacchette/Impermeabili, giubbotti, giacche"
VESTE AUTRICHIE,BEBE,G,Vêtements,,"Bebé Niño 3 a 23 meses/Abrigos, Cazadoras/Impermeables, parkas, chaquetas","Bebè bambino 3 -  23 mesi/Cappottini, giacchette/Impermeabili, giubbotti, giacche"
VESTE AUTRICHIE,BEBE,M,Vêtements,,,
VESTE AUTRICHIE,DPAM,F,Vêtements,,"Niña 3 - 14 años/Abrigos y Cazadoras/chaquetas, Cazadoras","Bambina 3 - 14 anni/Cappotti e giacche pesanti/Giacche, giubbotti"
VESTE AUTRICHIE,DPAM,G,Vêtements,,"Niño 3 - 14 años/Abrigos y Cazadoras/chaquetas, Cazadoras","Bambino 3 - 14 anni/Cappotti e giacche pesanti/Giacche, giubbotti"
VESTE AUTRICHIE,DPAM,M,Vêtements,,"Niña 3 - 14 años/Abrigos y Cazadoras/chaquetas, Cazadoras;;Niña 3 - 14 años/Abrigos y Cazadoras/chaquetas, Cazadoras","Bambina 3 - 14 anni/Cappotti e giacche pesanti/Giacche, giubbotti;;Bambina 3 - 14 anni/Cappotti e giacche pesanti/Giacche, giubbotti"
VILLE_BABIES,CHAUSSURES,F,Chaussures,,Calzado Infantil/Niña/Bailarinas,Scarpe bambini/Bambina/Modello Baby
VILLE_BABIES,CHAUSSURES,G,Chaussures,,Calzado Infantil/Niño/Bailarinas,Scarpe bambini/Bambino/Modello Baby
VILLE_BABIES,CHAUSSURES,M,Chaussures,,Calzado Infantil/Niña/Bailarina;;Calzado Infantil/Niño/Bailarina,Scarpe bambini/Bambina/Modello Baby;;Scarpe bambini/Bambino/Modello Baby
VILLE_BABIES,CHAUSSURES,F,Chaussures,,Calzado Infantil/Niña/Bailarina,Scarpe bambini/Bambina/Modello Baby
VILLE_BABIES,CHAUSSURES,G,Chaussures,,Calzado Infantil/Niño/Bailarinas,Scarpe bambini/Bambino/Modello Baby
VILLE_BABIES,CHAUSSURES,M,Chaussures,,Calzado Infantil/Niña/Bailarina;;Calzado Infantil/Niño/Bailarina,Scarpe bambini/Bambina/Modello Baby;;Scarpe bambini/Bambino/Modello Baby
VILLE_BALLERINE,CHAUSSURES,F,Chaussures,,Calzado Infantil/Niña/Bailarinas,Scarpe bambini/Bambina/Ballerine
VILLE_BALLERINE,CHAUSSURES,G,Chaussures,,Calzado Infantil/Niño/Bailarinas,Scarpe bambini/Bambino/Ballerine
VILLE_BALLERINE,CHAUSSURES,M,Chaussures,,Calzado Infantil/Niña/Bailarinas;;Calzado Infantil/Niño/Bailarinas,Scarpe bambini/Bambina/Ballerine;;Scarpe bambini/Bambino/Ballerine
VILLE_BALLERINE,CHAUSSURES,F,Chaussures,,Calzado Infantil/Niña/Bailarinas,Scarpe bambini/Bambina/Ballerine
VILLE_BALLERINE,CHAUSSURES,G,Chaussures,,Calzado Infantil/Niño/Bailarinas,Scarpe bambini/Bambino/Ballerine
VILLE_BALLERINE,CHAUSSURES,M,Chaussures,,Calzado Infantil/Niña/Bailarinas;;Calzado Infantil/Niño/Bailarinas,Scarpe bambini/Bambina/Ballerine;;Scarpe bambini/Bambino/Ballerine
VILLE_BASKET,CHAUSSURES,F,Chaussures,,Calzado Infantil/Niña/Zapatillas de deporte Marca,Scarpe bambini/Bambina/Scarpe da ginnastica di marca
VILLE_BASKET,CHAUSSURES,G,Chaussures,,Calzado Infantil/Niño/Zapatillas de deporte Marca,Scarpe bambini/Bambino/Scarpe da ginnastica di marca
VILLE_BASKET,CHAUSSURES,M,Chaussures,,Calzado Infantil/Niña/Zapatillas de deporte Marca;;Calzado Infantil/Niño/Zapatillas de deporte Marca,Scarpe bambini/Bambina/Scarpe da ginnastica di marca;;Scarpe bambini/Bambino/Scarpe da ginnastica di marca
VILLE_BASKET,CHAUSSURES,F,Chaussures,,Calzado Infantil/Niña/Zapatillas de deporte Marca,Scarpe bambini/Bambina/Scarpe da ginnastica di marca
VILLE_BASKET,CHAUSSURES,G,Chaussures,,Calzado Infantil/Niño/Zapatillas de deporte Marca,Scarpe bambini/Bambino/Scarpe da ginnastica di marca
VILLE_BASKET,CHAUSSURES,M,Chaussures,,Calzado Infantil/Niña/Zapatillas de deporte Marca;;Calzado Infantil/Niño/Zapatillas de deporte Marca,Scarpe bambini/Bambina/Scarpe da ginnastica di marca;;Scarpe bambini/Bambino/Scarpe da ginnastica di marca
VILLE_BOOTS,CHAUSSURES,F,Chaussures,,"Calzado Infantil/Niña/Botas, Botines","Scarpe bambini/Bambina/Stivali, stivaletti"
VILLE_BOOTS,CHAUSSURES,G,Chaussures,,"Calzado Infantil/Niño/Botas, Botines","Scarpe bambini/Bambino/Stivali, stivaletti"
VILLE_BOOTS,CHAUSSURES,M,Chaussures,,"Calzado Infantil/Niña/Botas, Botines;;Calzado Infantil/Niño/Botas, Botines","Scarpe bambini/Bambina/Stivali, stivaletti;;Scarpe bambini/Bambino/Stivali, stivaletti"
VILLE_BOOTS,CHAUSSURES,F,Chaussures,,"Calzado Infantil/Niña/Botas, Botines","Scarpe bambini/Bambina/Stivali, stivaletti"
VILLE_BOOTS,CHAUSSURES,G,Chaussures,,"Calzado Infantil/Niño/Botas, Botines","Scarpe bambini/Bambino/Stivali, stivaletti"
VILLE_BOOTS,CHAUSSURES,M,Chaussures,,"Calzado Infantil/Niña/Botas, Botines;;Calzado Infantil/Niño/Botas, Botines","Scarpe bambini/Bambina/Stivali, stivaletti;;Scarpe bambini/Bambino/Stivali, stivaletti"
VILLE_BOTTE,CHAUSSURES,F,Chaussures,,"Calzado Infantil/Niña/Botas, Botines","Scarpe bambini/Bambina/Stivali, stivaletti"
VILLE_BOTTE,CHAUSSURES,G,Chaussures,,"Calzado Infantil/Niño/Botas, Botines","Scarpe bambini/Bambino/Stivali, stivaletti"
VILLE_BOTTE,CHAUSSURES,M,Chaussures,,"Calzado Infantil/Niña/Botas, Botines;;Calzado Infantil/Niño/Botas, Botines","Scarpe bambini/Bambina/Stivali, stivaletti;;Scarpe bambini/Bambino/Stivali, stivaletti"
VILLE_BOTTE,CHAUSSURES,F,Chaussures,,"Calzado Infantil/Niña/Botas, Botines","Scarpe bambini/Bambina/Stivali, stivaletti"
VILLE_BOTTE,CHAUSSURES,G,Chaussures,,"Calzado Infantil/Niño/Botas, Botines","Scarpe bambini/Bambino/Stivali, stivaletti"
VILLE_BOTTE,CHAUSSURES,M,Chaussures,,"Calzado Infantil/Niña/Botas, Botines;;Calzado Infantil/Niño/Botas, Botines","Scarpe bambini/Bambina/Stivali, stivaletti;;Scarpe bambini/Bambino/Stivali, stivaletti"
VILLE_BOTTILLON,CHAUSSURES,F,Chaussures,,Calzado Infantil/Niña/Zapatos,Scarpe bambini/Bambina/Bebè
VILLE_BOTTILLON,CHAUSSURES,G,Chaussures,,Calzado Infantil/Niño/Zapatos,Scarpe bambini/Bambino/Bebè
VILLE_BOTTILLON,CHAUSSURES,M,Chaussures,,Calzado Infantil/Niña/Zapatos;;Calzado Infantil/Niño/Zapatos,Scarpe bambini/Bambina/Bebè;;Scarpe bambini/Bambino/Bebè
VILLE_BOTTILLON,CHAUSSURES,F,Chaussures,,Calzado Infantil/Niña/Zapatos,Scarpe bambini/Bambina/Bebè
VILLE_BOTTILLON,CHAUSSURES,G,Chaussures,,Calzado Infantil/Niño/Zapatos,Scarpe bambini/Bambino/Bebè
VILLE_BOTTILLON,CHAUSSURES,M,Chaussures,,Calzado Infantil/Niña/Zapatos;;Calzado Infantil/Niño/Zapatos,Scarpe bambini/Bambina/Bebè;;Scarpe bambini/Bambino/Bebè
VILLE_DERBY,CHAUSSURES,F,Chaussures,,Calzado Infantil/Niña/Zapato con cordones,Scarpe bambini/Bambina/Con lacci
VILLE_DERBY,CHAUSSURES,G,Chaussures,,Calzado Infantil/Niño/Zapato con cordones,Scarpe bambini/Bambino/Bebè
VILLE_DERBY,CHAUSSURES,M,Chaussures,,Calzado Infantil/Niña/Zapato con cordones;;Calzado Infantil/Niño/Zapato con cordones,Scarpe bambini/Bambina/Con lacci;;Scarpe bambini/Bambino/Con lacci
VILLE_DERBY,CHAUSSURES,F,Chaussures,,Calzado Infantil/Niña/Zapato con cordones,Scarpe bambini/Bambina/Con lacci
VILLE_DERBY,CHAUSSURES,G,Chaussures,,Calzado Infantil/Niño/Zapato con cordones,Scarpe bambini/Bambino/Con lacci
VILLE_DERBY,CHAUSSURES,M,Chaussures,,Calzado Infantil/Niña/Zapato con cordones;;Calzado Infantil/Niño/Zapato con cordones,Scarpe bambini/Bambina/Con lacci;;Scarpe bambini/Bambino/Con lacci
VILLE_LAYETTE,CHAUSSURES,F,Chaussures,,Calzado Infantil/Niña/Zapatos,Scarpe bambini/Bambina/Bebè
VILLE_LAYETTE,CHAUSSURES,G,Chaussures,,Calzado Infantil/Niño/Zapatos,Scarpe bambini/Bambino/Bebè
VILLE_LAYETTE,CHAUSSURES,M,Chaussures,,Calzado Infantil/Niña/Zapatos;;Calzado Infantil/Niño/Zapatos,Scarpe bambini/Bambina/Bebè;;Scarpe bambini/Bambino/Bebè
VILLE_LAYETTE,CHAUSSURES,F,Chaussures,,Calzado Infantil/Niña/Zapatos,Scarpe bambini/Bambina/Bebè
VILLE_LAYETTE,CHAUSSURES,G,Chaussures,,Calzado Infantil/Niño/Zapatos,Scarpe bambini/Bambino/Bebè
VILLE_LAYETTE,CHAUSSURES,M,Chaussures,,Calzado Infantil/Niña/Zapatos;;Calzado Infantil/Niño/Zapatos,Scarpe bambini/Bambina/Bebè;;Scarpe bambini/Bambino/Bebè
VILLE_MOCASSIN,CHAUSSURES,F,Chaussures,,Calzado Infantil/Niña/Mocasines,Scarpe bambini/Bambina/Mocassini
VILLE_MOCASSIN,CHAUSSURES,G,Chaussures,,Calzado Infantil/Niño/Mocasines,Scarpe bambini/Bambino/Mocassini
VILLE_MOCASSIN,CHAUSSURES,M,Chaussures,,Calzado Infantil/Niña/Mocasines;;Calzado Infantil/Niño/Mocasines,Scarpe bambini/Bambina/Mocassini;;Scarpe bambini/Bambino/Mocassini
VILLE_MOCASSIN,CHAUSSURES,F,Chaussures,,Calzado Infantil/Niña/Mocasines,Scarpe bambini/Bambina/Mocassini
VILLE_MOCASSIN,CHAUSSURES,G,Chaussures,,Calzado Infantil/Niño/Mocasines,Scarpe bambini/Bambino/Mocassini
VILLE_MOCASSIN,CHAUSSURES,M,Chaussures,,Calzado Infantil/Niña/Mocasines;;Calzado Infantil/Niño/Mocasines,Scarpe bambini/Bambina/Mocassini;;Scarpe bambini/Bambino/Mocassini
VILLE_NU PIEDS,CHAUSSURES,F,Chaussures,,Calzado Infantil/Niña/Sandalias,Scarpe bambini/Bambina/Sandali
VILLE_NU PIEDS,CHAUSSURES,G,Chaussures,,Calzado Infantil/Niño/Sandalias,Scarpe bambini/Bambino/Sandali
VILLE_NU PIEDS,CHAUSSURES,M,Chaussures,,Calzado Infantil/Niña/Sandalias;;Calzado Infantil/Niño/Sandalias,Scarpe bambini/Bambina/Sandali;;Scarpe bambini/Bambino/Sandali
VILLE_NU PIEDS,CHAUSSURES,F,Chaussures,,Calzado Infantil/Niña/Sandalias,Scarpe bambini/Bambina/Sandali
VILLE_NU PIEDS,CHAUSSURES,G,Chaussures,,Calzado Infantil/Niño/Sandalias,Scarpe bambini/Bambino/Sandali
VILLE_NU PIEDS,CHAUSSURES,M,Chaussures,,Calzado Infantil/Niña/Sandalias;;Calzado Infantil/Niño/Sandalias,Scarpe bambini/Bambina/Sandali;;Scarpe bambini/Bambino/Sandali
VILLE_PARC,CHAUSSURES,F,Chaussures,,Calzado Infantil/Niña/Zapatos,Scarpe bambini/Bambina/Bebè
VILLE_PARC,CHAUSSURES,G,Chaussures,,Calzado Infantil/Niño/Zapatos,Scarpe bambini/Bambino/Bebè
VILLE_PARC,CHAUSSURES,M,Chaussures,,Calzado Infantil/Niña/Zapatos;;Calzado Infantil/Niño/Zapatos,Scarpe bambini/Bambina/Bebè;;Scarpe bambini/Bambino/Bebè
VILLE_PARC,CHAUSSURES,F,Chaussures,,Calzado Infantil/Niña/Zapatos,Scarpe bambini/Bambina/Bebè
VILLE_PARC,CHAUSSURES,G,Chaussures,,Calzado Infantil/Niño/Zapatos,Scarpe bambini/Bambino/Bebè
VILLE_PARC,CHAUSSURES,M,Chaussures,,Calzado Infantil/Niña/Zapatos;;Calzado Infantil/Niño/Zapatos,Scarpe bambini/Bambina/Bebè;;Scarpe bambini/Bambino/Bebè
VILLE_SALOME,CHAUSSURES,F,Chaussures,,Calzado Infantil/Niña/Zapato abierto,Scarpe bambini/Bambina/Modello Salomé
VILLE_SALOME,CHAUSSURES,G,Chaussures,,Calzado Infantil/Niño/Zapato abierto,Scarpe bambini/Bambino/Modello Salomé
VILLE_SALOME,CHAUSSURES,M,Chaussures,,Calzado Infantil/Niña/Zapato abierto;;Calzado Infantil/Niño/Zapato abierto,Scarpe bambini/Bambina/Modello Salomé;;Scarpe bambini/Bambino/Modello Salomé
VILLE_SALOME,CHAUSSURES,F,Chaussures,,Calzado Infantil/Niña/Zapato abierto,Scarpe bambini/Bambina/Modello Salomé
VILLE_SALOME,CHAUSSURES,G,Chaussures,,Calzado Infantil/Niño/Zapato abierto,Scarpe bambini/Bambino/Modello Salomé
VILLE_SALOME,CHAUSSURES,M,Chaussures,,Calzado Infantil/Niña/Zapato abierto;;Calzado Infantil/Niño/Zapato abierto,Scarpe bambini/Bambina/Modello Salomé;;Scarpe bambini/Bambino/Modello Salomé
VILLE_SANDALE,CHAUSSURES,F,Chaussures,,Calzado Infantil/Niña/Sandalias,Scarpe bambini/Bambina/Sandali
VILLE_SANDALE,CHAUSSURES,G,Chaussures,,Calzado Infantil/Niño/Sandalias,Scarpe bambini/Bambino/Sandali
VILLE_SANDALE,CHAUSSURES,M,Chaussures,,Calzado Infantil/Niña/Sandalias;;Calzado Infantil/Niño/Sandalias,Scarpe bambini/Bambina/Sandali;;Scarpe bambini/Bambino/Sandali
VILLE_SANDALE,CHAUSSURES,F,Chaussures,,Calzado Infantil/Niña/Sandalias,Scarpe bambini/Bambina/Sandali
VILLE_SANDALE,CHAUSSURES,G,Chaussures,,Calzado Infantil/Niño/Sandalias,Scarpe bambini/Bambino/Sandali
VILLE_SANDALE,CHAUSSURES,M,Chaussures,,Calzado Infantil/Niña/Sandalias;;Calzado Infantil/Niño/Sandalias,Scarpe bambini/Bambina/Sandali;;Scarpe bambini/Bambino/Sandali
VILLE_SANDALETT,CHAUSSURES,F,Chaussures,,Calzado Infantil/Niña/Sandalias,Scarpe bambini/Bambina/Sandali
VILLE_SANDALETT,CHAUSSURES,G,Chaussures,,Calzado Infantil/Niño/Sandalias,Scarpe bambini/Bambino/Sandali
VILLE_SANDALETT,CHAUSSURES,M,Chaussures,,Calzado Infantil/Niña/Sandalias;;Calzado Infantil/Niño/Sandalias,Scarpe bambini/Bambina/Sandali;;Scarpe bambini/Bambino/Sandali
VILLE_SANDALETT,CHAUSSURES,F,Chaussures,,Calzado Infantil/Niña/Sandalias,Scarpe bambini/Bambina/Sandali
VILLE_SANDALETT,CHAUSSURES,G,Chaussures,,Calzado Infantil/Niño/Sandalias,Scarpe bambini/Bambino/Sandali
VILLE_SANDALETT,CHAUSSURES,M,Chaussures,,Calzado Infantil/Niña/Sandalias;;Calzado Infantil/Niño/Sandalias,Scarpe bambini/Bambina/Sandali;;Scarpe bambini/Bambino/Sandali
