famille;age;sexe;attribute_set;categories
"PANTOUFLE_CHAUSSON/CHO7";"DPAM";"G";"Chaussures";"Chaussures enfants/Garcon/Chaussons enfant"
"PANTOUFLE_CHAUSSON/CHO7";"DPAM";"M";"Chaussures";"Chaussures enfants/Fille/Chaussons enfant;;Chaussures enfants/Garcon/Chaussons enfant"
"PANTOUFLE_LAYETTE";"BEBE";"F";"Chaussures";"Chaussures enfants/Fille/Chaussons enfant"
"PANTOUFLE_LAYETTE";"BEBE";"G";"Chaussures";"Chaussures enfants/Garcon/Chaussons enfant"
"PANTOUFLE_LAYETTE";"BEBE";"M";"Chaussures";"Chaussures enfants/Fille/Chaussons enfant;;Chaussures enfants/Garcon/Chaussons enfant"
"PANTOUFLE_LAYETTE";"DPAM";"F";"Chaussures";"Chaussures enfants/Fille/Chaussons enfant"
"PANTOUFLE_LAYETTE";"DPAM";"G";"Chaussures";"Chaussures enfants/Garcon/Chaussons enfant"
"PANTOUFLE_LAYETTE";"DPAM";"M";"Chaussures";"Chaussures enfants/Fille/Chaussons enfant;;Chaussures enfants/Garcon/Chaussons enfant"
"PANTOUFLE_MULE";"BEBE";"F";"Chaussures";"Chaussures enfants/Fille/Chaussons enfant"
"PANTOUFLE_MULE";"BEBE";"G";"Chaussures";"Chaussures enfants/Garcon/Chaussons enfant"
"PANTOUFLE_MULE";"BEBE";"M";"Chaussures";"Chaussures enfants/Fille/Chaussons enfant;;Chaussures enfants/Garcon/Chaussons enfant"
"PANTOUFLE_MULE";"DPAM";"F";"Chaussures";"Chaussures enfants/Fille/Chaussons enfant"
"PANTOUFLE_MULE";"DPAM";"G";"Chaussures";"Chaussures enfants/Garcon/Chaussons enfant"
"PANTOUFLE_MULE";"DPAM";"M";"Chaussures";"Chaussures enfants/Fille/Chaussons enfant;;Chaussures enfants/Garcon/Chaussons enfant"
"PANTOUFLE_SALOME";"BEBE";"F";"Chaussures";"Chaussures enfants/Fille/Chaussons enfant"
"PANTOUFLE_SALOME";"BEBE";"G";"Chaussures";"Chaussures enfants/Garcon/Chaussons enfant"
"PANTOUFLE_SALOME";"BEBE";"M";"Chaussures";"Chaussures enfants/Fille/Chaussons enfant;;Chaussures enfants/Garcon/Chaussons enfant"
"PANTOUFLE_SALOME";"DPAM";"F";"Chaussures";"Chaussures enfants/Fille/Chaussons enfant"
"PANTOUFLE_SALOME";"DPAM";"G";"Chaussures";"Chaussures enfants/Garcon/Chaussons enfant"
"PANTOUFLE_SALOME";"DPAM";"M";"Chaussures";"Chaussures enfants/Fille/Chaussons enfant;;Chaussures enfants/Garcon/Chaussons enfant"
"PANTOUFLE_SANS GENE";"BEBE";"F";"Chaussures";"Chaussures enfants/Fille/Chaussons enfant"
"PANTOUFLE_SANS GENE";"BEBE";"G";"Chaussures";"Chaussures enfants/Garcon/Chaussons enfant"
"PANTOUFLE_SANS GENE";"BEBE";"M";"Chaussures";"Chaussures enfants/Fille/Chaussons enfant;;Chaussures enfants/Garcon/Chaussons enfant"
"PANTOUFLE_SANS GENE";"DPAM";"F";"Chaussures";"Chaussures enfants/Fille/Chaussons enfant"
"PANTOUFLE_SANS GENE";"DPAM";"G";"Chaussures";"Chaussures enfants/Garcon/Chaussons enfant"
"PANTOUFLE_SANS GENE";"DPAM";"M";"Chaussures";"Chaussures enfants/Fille/Chaussons enfant;;Chaussures enfants/Garcon/Chaussons enfant"
"PANTOUFLE_SANS";"BEBE";"F";"Chaussures";"Chaussures enfants/Fille/Chaussons enfant"
"PANTOUFLE_SANS";"BEBE";"G";"Chaussures";"Chaussures enfants/Garcon/Chaussons enfant"
"PANTOUFLE_SANS";"BEBE";"M";"Chaussures";"Chaussures enfants/Fille/Chaussons enfant;;Chaussures enfants/Garcon/Chaussons enfant"
"PANTOUFLE_SANS";"DPAM";"F";"Chaussures";"Chaussures enfants/Fille/Chaussons enfant"
"PANTOUFLE_SANS";"DPAM";"G";"Chaussures";"Chaussures enfants/Garcon/Chaussons enfant"
"PANTOUFLE_SANS";"DPAM";"M";"Chaussures";"Chaussures enfants/Fille/Chaussons enfant;;Chaussures enfants/Garcon/Chaussons enfant"
"PARAPLUIE";"BEBE";"F";"Default";"A classer"
"PARAPLUIE";"BEBE";"G";"Default";"A classer"
"PARAPLUIE";"BEBE";"M";"Default";"A classer"
"PARAPLUIE";"DPAM";"F";"Default";"Fille 3 - 14 ans/Accessoires fille/Autres"
"PARAPLUIE";"DPAM";"G";"Default";"Garçon 3 - 14 ans/Accessoires garcon/Autres"
"PARAPLUIE";"DPAM";"M";"Default";"Fille 3 - 14 ans/Accessoires fille/Autres;;Fille 3 - 14 ans/Accessoires fille/Autres"
"PARC";"BEBE";"F";"Mobilier";"La Naissance et tout autour/La Puériculture/Le Sommeil/Lits parapluie, parcs"
"PARC";"BEBE";"G";"Mobilier";"La Naissance et tout autour/La Puériculture/Le Sommeil/Lits parapluie, parcs"
"PARC";"BEBE";"M";"Mobilier";"La Naissance et tout autour/La Puériculture/Le Sommeil/Lits parapluie, parcs"
"PARC";"DPAM";"F";"Mobilier";"La Naissance et tout autour/La Puériculture/Le Sommeil/Lits parapluie, parcs"
"PARC";"DPAM";"G";"Mobilier";"La Naissance et tout autour/La Puériculture/Le Sommeil/Lits parapluie, parcs"
"PARC";"DPAM";"M";"Mobilier";"La Naissance et tout autour/La Puériculture/Le Sommeil/Lits parapluie, parcs"
"PARKA";"BEBE";"F";"Vêtements";"Bébé Fille 3 à 23 mois/Manteaux, blousons/Imperméables, parkas, vestes"
"PARKA";"BEBE";"G";"Vêtements";"Bébé garçon 3 à 23 mois/Manteaux, blousons/Imperméables, parkas, vestes"
"PARKA";"BEBE";"M";"Vêtements";"Bébé Fille 3 à 23 mois/Manteaux, blousons/Imperméables, parkas, vestes;;Bébé Fille 3 à 23 mois/Manteaux, blousons/Imperméables, parkas, vestes"
"PARKA";"DPAM";"F";"Vêtements";"Fille 3 - 14 ans/Manteaux et blousons/Imperméables, parkas"
"PARKA";"DPAM";"G";"Vêtements";"Garçon 3 - 14 ans/Manteaux et blousons/Imperméables, parkas"
"PARKA";"DPAM";"M";"Vêtements";"Fille 3 - 14 ans/Manteaux et blousons/Imperméables, parkas;;Fille 3 - 14 ans/Manteaux et blousons/Imperméables, parkas"
"PARKA DE SKI";"BEBE";"F";"Vêtements";"A classer"
"PARKA DE SKI";"BEBE";"G";"Vêtements";"A classer"
"PARKA DE SKI";"BEBE";"M";"Vêtements";"A classer"
"PARKA DE SKI";"DPAM";"F";"Vêtements";"Fille 3 - 14 ans/Manteaux et blousons/Doudounes, ski"
"PARKA DE SKI";"DPAM";"G";"Vêtements";"Garçon 3 - 14 ans/Manteaux et blousons/Doudounes, ski"
"PARKA DE SKI";"DPAM";"M";"Vêtements";"Fille 3 - 14 ans/Manteaux et blousons/Doudounes, ski;;Fille 3 - 14 ans/Manteaux et blousons/Doudounes, ski"
"PEIGNOIR";"BEBE";"F";"Vêtements";"La Naissance et tout autour/Vêtements Naissance/Le Bain/Peignoirs"
"PEIGNOIR";"BEBE";"G";"Vêtements";"La Naissance et tout autour/Vêtements Naissance/Le Bain/Peignoirs"
"PEIGNOIR";"BEBE";"M";"Vêtements";"La Naissance et tout autour/Vêtements Naissance/Le Bain/Peignoirs"
"PEIGNOIR";"DPAM";"F";"Vêtements";"La Naissance et tout autour/Vêtements Naissance/Le Bain/Peignoirs;;Fille 3 - 14 ans/Pyjamas/Robes de chambre, Peignoirs"
"PEIGNOIR";"DPAM";"G";"Vêtements";"La Naissance et tout autour/Vêtements Naissance/Le Bain/Peignoirs;;Garçon 3 - 14 ans/Pyjamas/Robes de chambre, Peignoirs"
"PEIGNOIR";"DPAM";"M";"Vêtements";"La Naissance et tout autour/Vêtements Naissance/Le Bain/Peignoirs;;Fille 3 - 14 ans/Pyjamas/Robes de chambre, Peignoirs;;Fille 3 - 14 ans/Pyjamas/Robes de chambre, Peignoirs"
"PELUCHE";"BEBE";"F";"Jouets";"La Naissance et tout autour/La Puériculture/Doudous et Jouets/Doudous et peluches"
"PELUCHE";"BEBE";"G";"Jouets";"La Naissance et tout autour/La Puériculture/Doudous et Jouets/Doudous et peluches"
"PELUCHE";"BEBE";"M";"Jouets";"La Naissance et tout autour/La Puériculture/Doudous et Jouets/Doudous et peluches"
"PELUCHE";"DPAM";"F";"Jouets";"La Naissance et tout autour/La Puériculture/Doudous et Jouets/Doudous et peluches"
"PELUCHE";"DPAM";"G";"Jouets";"La Naissance et tout autour/La Puériculture/Doudous et Jouets/Doudous et peluches"
"PELUCHE";"DPAM";"M";"Jouets";"La Naissance et tout autour/La Puériculture/Doudous et Jouets/Doudous et peluches"
"PLUIE_BOTTE";"BEBE";"F";"Chaussures";"Chaussures enfants/Fille/Après-Ski, Bottes Pluie"
"PLUIE_BOTTE";"BEBE";"G";"Chaussures";"Chaussures enfants/Garcon/Après-Ski, Bottes Pluie"
"PLUIE_BOTTE";"BEBE";"M";"Chaussures";"Chaussures enfants/Fille/Après-Ski, Bottes Pluie;;Chaussures enfants/Garcon/Après-Ski, Bottes Pluie"
"PLUIE_BOTTE";"DPAM";"F";"Chaussures";"Chaussures enfants/Fille/Après-Ski, Bottes Pluie"
"PLUIE_BOTTE";"DPAM";"G";"Chaussures";"Chaussures enfants/Garcon/Après-Ski, Bottes Pluie"
"PLUIE_BOTTE";"DPAM";"M";"Chaussures";"Chaussures enfants/Fille/Après-Ski, Bottes Pluie;;Chaussures enfants/Garcon/Après-Ski, Bottes Pluie"
"POLO";"BEBE";"F";"Vêtements";"A classer"
"POLO";"BEBE";"G";"Vêtements";"Bébé garçon 3 à 23 mois/T-shirts, débardeurs, polos"
"POLO";"BEBE";"M";"Vêtements";"A classer"
"POLO";"DPAM";"F";"Vêtements";"A classer"
"POLO";"DPAM";"G";"Vêtements";"Garçon 3 - 14 ans/T-shirts, débardeurs, polos"
"POLO";"DPAM";"M";"Vêtements";"A classer"
"PORTE BEBE";"BEBE";"F";"Portage";"La Naissance et tout autour/La Puériculture/La Promenade/Porte-bébé"
"PORTE BEBE";"BEBE";"G";"Portage";"La Naissance et tout autour/La Puériculture/La Promenade/Porte-bébé"
"PORTE BEBE";"BEBE";"M";"Portage";"La Naissance et tout autour/La Puériculture/La Promenade/Porte-bébé"
"PORTE BEBE";"DPAM";"F";"Portage";"La Naissance et tout autour/La Puériculture/La Promenade/Porte-bébé"
"PORTE BEBE";"DPAM";"G";"Portage";"La Naissance et tout autour/La Puériculture/La Promenade/Porte-bébé"
"PORTE BEBE";"DPAM";"M";"Portage";"La Naissance et tout autour/La Puériculture/La Promenade/Porte-bébé"
"PORTE-COUCHES";"BEBE";"F";"Textile";"La Naissance et tout autour/La Puériculture/Le Bain/Accessoires"
"PORTE-COUCHES";"BEBE";"G";"Textile";"La Naissance et tout autour/La Puériculture/Le Bain/Accessoires"
"PORTE-COUCHES";"BEBE";"M";"Textile";"La Naissance et tout autour/La Puériculture/Le Bain/Accessoires"
"PORTE-COUCHES";"DPAM";"F";"Textile";"La Naissance et tout autour/La Puériculture/Le Bain/Accessoires"
"PORTE-COUCHES";"DPAM";"G";"Textile";"La Naissance et tout autour/La Puériculture/Le Bain/Accessoires"
"PORTE-COUCHES";"DPAM";"M";"Textile";"La Naissance et tout autour/La Puériculture/Le Bain/Accessoires"
"POUSSETTE";"BEBE";"F";"Poussettes";"La Naissance et tout autour/La Puériculture/La Promenade/Poussettes"
"POUSSETTE";"BEBE";"G";"Poussettes";"La Naissance et tout autour/La Puériculture/La Promenade/Poussettes"
"POUSSETTE";"BEBE";"M";"Poussettes";"La Naissance et tout autour/La Puériculture/La Promenade/Poussettes"
"POUSSETTE";"DPAM";"F";"Poussettes";"La Naissance et tout autour/La Puériculture/La Promenade/Poussettes"
"POUSSETTE";"DPAM";"G";"Poussettes";"La Naissance et tout autour/La Puériculture/La Promenade/Poussettes"
"POUSSETTE";"DPAM";"M";"Poussettes";"La Naissance et tout autour/La Puériculture/La Promenade/Poussettes"
"PROTEGE CARNET";"BEBE";"F";"Textile";"La Naissance et tout autour/La Puériculture/Le Bain/Protège-carnet de santé"
"PROTEGE CARNET";"BEBE";"G";"Textile";"La Naissance et tout autour/La Puériculture/Le Bain/Protège-carnet de santé"
"PROTEGE CARNET";"BEBE";"M";"Textile";"La Naissance et tout autour/La Puériculture/Le Bain/Protège-carnet de santé"
"PROTEGE CARNET";"DPAM";"F";"Textile";"La Naissance et tout autour/La Puériculture/Le Bain/Protège-carnet de santé"
"PROTEGE CARNET";"DPAM";"G";"Textile";"La Naissance et tout autour/La Puériculture/Le Bain/Protège-carnet de santé"
"PROTEGE CARNET";"DPAM";"M";"Textile";"La Naissance et tout autour/La Puériculture/Le Bain/Protège-carnet de santé"
"PULL";"BEBE";"F";"Vêtements";"Bébé Fille 3 à 23 mois/Sous-pulls, Pulls, Gilets, Sweats"
"PULL";"BEBE";"G";"Vêtements";"Bébé garçon 3 à 23 mois/Sous-pulls, Pulls, Gilets, Sweats"
"PULL";"BEBE";"M";"Vêtements";"Bébé Fille 3 à 23 mois/Sous-pulls, Pulls, Gilets, Sweats;;Bébé Fille 3 à 23 mois/Sous-pulls, Pulls, Gilets, Sweats"
"PULL";"DPAM";"F";"Vêtements";"Fille 3 - 14 ans/Sous-pulls, Pulls, Gilets, Sweats"
"PULL";"DPAM";"G";"Vêtements";"Garçon 3 - 14 ans/Sous-Pulls, Pulls, Gilets, Sweats"
"PULL";"DPAM";"M";"Vêtements";"Fille 3 - 14 ans/Sous-pulls, Pulls, Gilets, Sweats;;Fille 3 - 14 ans/Sous-pulls, Pulls, Gilets, Sweats"
"PYJAMA";"BEBE";"F";"Vêtements";"Bébé Fille 3 à 23 mois/Pyjamas, dors-bien/Pyjamas"
"PYJAMA";"BEBE";"G";"Vêtements";"Bébé garçon 3 à 23 mois/Pyjamas, dors-bien/Pyjamas"
"PYJAMA";"BEBE";"M";"Vêtements";"Bébé Fille 3 à 23 mois/Pyjamas, dors-bien/Pyjamas;;Bébé Fille 3 à 23 mois/Pyjamas, dors-bien/Pyjamas"
"PYJAMA";"DPAM";"F";"Vêtements";"Fille 3 - 14 ans/Pyjamas/Pyjamas"
"PYJAMA";"DPAM";"G";"Vêtements";"Garçon 3 - 14 ans/Pyjamas/Pyjamas"
"PYJAMA";"DPAM";"M";"Vêtements";"Fille 3 - 14 ans/Pyjamas/Pyjamas ;;Fille 3 - 14 ans/Pyjamas/Pyjamas"
"ROBE";"BEBE";"F";"Vêtements";"Bébé Fille 3 à 23 mois/Robes"
"ROBE";"BEBE";"G";"Vêtements";"A classer"
"ROBE";"BEBE";"M";"Vêtements";"Bébé Fille 3 à 23 mois/Robes"
"ROBE";"DPAM";"F";"Vêtements";"Fille 3 - 14 ans/Robes"
"ROBE";"DPAM";"G";"Vêtements";"A classer"
"ROBE";"DPAM";"M";"Vêtements";"Fille 3 - 14 ans/Robes"
"ROBE DE CHAMBRE";"BEBE";"F";"Vêtements";"A classer"
"ROBE DE CHAMBRE";"BEBE";"G";"Vêtements";"A classer"
"ROBE DE CHAMBRE";"BEBE";"M";"Vêtements";"A classer"
"ROBE DE CHAMBRE";"DPAM";"F";"Vêtements";"Fille 3 - 14 ans/Pyjamas/Robes de chambre, Peignoirs"
"ROBE DE CHAMBRE";"DPAM";"G";"Vêtements";"Garçon 3 - 14 ans/Pyjamas/Robes de chambre, Peignoirs"
"ROBE DE CHAMBRE";"DPAM";"M";"Vêtements";"Fille 3 - 14 ans/Pyjamas/Robes de chambre, Peignoirs;;Fille 3 - 14 ans/Pyjamas/Robes de chambre, Peignoirs"
"ROBE DE PLAGE";"BEBE";"F";"Vêtements";"Bébé Fille 3 à 23 mois/Robes"
"ROBE DE PLAGE";"BEBE";"G";"Vêtements";"A classer"
"ROBE DE PLAGE";"BEBE";"M";"Vêtements";"Bébé Fille 3 à 23 mois/Robes"
"ROBE DE PLAGE";"DPAM";"F";"Vêtements";"Fille 3 - 14 ans/Robes"
"ROBE DE PLAGE";"DPAM";"G";"Vêtements";"A classer"
"ROBE DE PLAGE";"DPAM";"M";"Vêtements";"Fille 3 - 14 ans/Robes"
"ROBE+BLOOMER";"BEBE";"F";"Vêtements";"Bébé Fille 3 à 23 mois/Robes"
"ROBE+BLOOMER";"BEBE";"G";"Vêtements";"A classer"
"ROBE+BLOOMER";"BEBE";"M";"Vêtements";"Bébé Fille 3 à 23 mois/Robes"
"ROBE+BLOOMER";"DPAM";"F";"Vêtements";"Fille 3 - 14 ans/Robes"
"ROBE+BLOOMER";"DPAM";"G";"Vêtements";"A classer"
"ROBE+BLOOMER";"DPAM";"M";"Vêtements";"Fille 3 - 14 ans/Robes"
"SAC";"BEBE";"F";"Bagagerie";"A classer"
"SAC";"BEBE";"G";"Bagagerie";"A classer"
"SAC";"BEBE";"M";"Bagagerie";"A classer"
"SAC";"DPAM";"F";"Bagagerie";"Fille 3 - 14 ans/Accessoires fille/Sacs"
"SAC";"DPAM";"G";"Bagagerie";"Garçon 3 - 14 ans/Accessoires garcon/Sacs"
"SAC";"DPAM";"M";"Bagagerie";"Fille 3 - 14 ans/Accessoires fille/Sacs;;Fille 3 - 14 ans/Accessoires fille/Sacs"
"SAC A DOS";"BEBE";"F";"Bagagerie";"A classer"
"SAC A DOS";"BEBE";"G";"Bagagerie";"A classer"
"SAC A DOS";"BEBE";"M";"Bagagerie";"A classer"
"SAC A DOS";"DPAM";"F";"Bagagerie";"Fille 3 - 14 ans/Accessoires fille/Sacs"
"SAC A DOS";"DPAM";"G";"Bagagerie";"Garçon 3 - 14 ans/Accessoires garcon/Sacs"
"SAC A DOS";"DPAM";"M";"Bagagerie";"Fille 3 - 14 ans/Accessoires fille/Sacs;;Fille 3 - 14 ans/Accessoires fille/Sacs"
"SAC A LANGER";"BEBE";"F";"Bagagerie";"La Naissance et tout autour/La Puériculture/La Promenade/Sacs à langer"
"SAC A LANGER";"BEBE";"G";"Bagagerie";"La Naissance et tout autour/La Puériculture/La Promenade/Sacs à langer"
"SAC A LANGER";"BEBE";"M";"Bagagerie";"La Naissance et tout autour/La Puériculture/La Promenade/Sacs à langer"
"SAC A LANGER";"DPAM";"F";"Bagagerie";"La Naissance et tout autour/La Puériculture/La Promenade/Sacs à langer"
"SAC A LANGER";"DPAM";"G";"Bagagerie";"La Naissance et tout autour/La Puériculture/La Promenade/Sacs à langer"
"SAC A LANGER";"DPAM";"M";"Bagagerie";"La Naissance et tout autour/La Puériculture/La Promenade/Sacs à langer"
"SAC DE COUCHAGE";"BEBE";"F";"Bagagerie";"La Naissance et tout autour/La Puériculture/Le Sommeil/Lits parapluie, parcs"
"SAC DE COUCHAGE";"BEBE";"G";"Bagagerie";"La Naissance et tout autour/La Puériculture/Le Sommeil/Lits parapluie, parcs"
"SAC DE COUCHAGE";"BEBE";"M";"Bagagerie";"La Naissance et tout autour/La Puériculture/Le Sommeil/Lits parapluie, parcs"
"SAC DE COUCHAGE";"DPAM";"F";"Bagagerie";"La Naissance et tout autour/La Puériculture/Le Sommeil/Lits parapluie, parcs"
"SAC DE COUCHAGE";"DPAM";"G";"Bagagerie";"La Naissance et tout autour/La Puériculture/Le Sommeil/Lits parapluie, parcs"
"SAC DE COUCHAGE";"DPAM";"M";"Bagagerie";"La Naissance et tout autour/La Puériculture/Le Sommeil/Lits parapluie, parcs"
"SAC ISOTHERME";"BEBE";"F";"Bagagerie";"La Naissance et tout autour/La Puériculture/Les Repas/Accessoires repas"
"SAC ISOTHERME";"BEBE";"G";"Bagagerie";"La Naissance et tout autour/La Puériculture/Les Repas/Accessoires repas"
"SAC ISOTHERME";"BEBE";"M";"Bagagerie";"La Naissance et tout autour/La Puériculture/Les Repas/Accessoires repas"
"SAC ISOTHERME";"DPAM";"F";"Bagagerie";"La Naissance et tout autour/La Puériculture/Les Repas/Accessoires repas"
"SAC ISOTHERME";"DPAM";"G";"Bagagerie";"La Naissance et tout autour/La Puériculture/Les Repas/Accessoires repas"
"SAC ISOTHERME";"DPAM";"M";"Bagagerie";"La Naissance et tout autour/La Puériculture/Les Repas/Accessoires repas"
"SALOPETTE";"BEBE";"F";"Vêtements";"Bébé Fille 3 à 23 mois/Pantalons, Salopettes, Caleçons"
"SALOPETTE";"BEBE";"G";"Vêtements";"Bébé garçon 3 à 23 mois/Salopettes"
"SALOPETTE";"BEBE";"M";"Vêtements";"Bébé Fille 3 à 23 mois/Pantalons, Salopettes, Caleçons;;Bébé Fille 3 à 23 mois/Pantalons, Salopettes, Caleçons"
"SALOPETTE";"DPAM";"F";"Vêtements";"A classer"
"SALOPETTE";"DPAM";"G";"Vêtements";"A classer"
"SALOPETTE";"DPAM";"M";"Vêtements";"A classer"
"SERRE-TETE";"BEBE";"F";"Default";"A classer"
"SERRE-TETE";"BEBE";"G";"Default";"A classer"
"SERRE-TETE";"BEBE";"M";"Default";"A classer"
"SERRE-TETE";"DPAM";"F";"Default";"Fille 3 - 14 ans/Accessoires fille/Accessoires cheveux"
"SERRE-TETE";"DPAM";"G";"Default";"A classer"
"SERRE-TETE";"DPAM";"M";"Default";"Fille 3 - 14 ans/Accessoires fille/Accessoires cheveux"
"SERVIETTE DE TOILETTE";"BEBE";"F";"Textile";"La Naissance et tout autour/La Puériculture/Le Bain/Linge de toilette"
"SERVIETTE DE TOILETTE";"BEBE";"G";"Textile";"La Naissance et tout autour/La Puériculture/Le Bain/Linge de toilette"
"SERVIETTE DE TOILETTE";"BEBE";"M";"Textile";"La Naissance et tout autour/La Puériculture/Le Bain/Linge de toilette"
"SERVIETTE DE TOILETTE";"DPAM";"F";"Textile";"La Naissance et tout autour/La Puériculture/Le Bain/Linge de toilette"
"SERVIETTE DE TOILETTE";"DPAM";"G";"Textile";"La Naissance et tout autour/La Puériculture/Le Bain/Linge de toilette"
"SERVIETTE DE TOILETTE";"DPAM";"M";"Textile";"La Naissance et tout autour/La Puériculture/Le Bain/Linge de toilette"
"SHORT";"BEBE";"F";"Vêtements";"Bébé Fille 3 à 23 mois/Jupes, Shorts, Bloomers"
"SHORT";"BEBE";"G";"Vêtements";"Bébé garçon 3 à 23 mois/Bermudas, shorts"
"SHORT";"BEBE";"M";"Vêtements";"Bébé Fille 3 à 23 mois/Jupes, Shorts, Bloomers;;Bébé Fille 3 à 23 mois/Jupes, Shorts, Bloomers"
"SHORT";"DPAM";"F";"Vêtements";"Fille 3 - 14 ans/Jupes, Shorts, Corsaires"
"SHORT";"DPAM";"G";"Vêtements";"Garçon 3 - 14 ans/Bermudas, shorts"
"SHORT";"DPAM";"M";"Vêtements";"Fille 3 - 14 ans/Jupes, Shorts, Corsaires;;Fille 3 - 14 ans/Jupes, Shorts, Corsaires"
"SIEGE AUTO";"BEBE";"F";"Sièges auto";"La Naissance et tout autour/La Puériculture/La Promenade/Sièges auto"
"SIEGE AUTO";"BEBE";"G";"Sièges auto";"La Naissance et tout autour/La Puériculture/La Promenade/Sièges auto"
"SIEGE AUTO";"BEBE";"M";"Sièges auto";"La Naissance et tout autour/La Puériculture/La Promenade/Sièges auto"
"SIEGE AUTO";"DPAM";"F";"Sièges auto";"La Naissance et tout autour/La Puériculture/La Promenade/Sièges auto"
"SIEGE AUTO";"DPAM";"G";"Sièges auto";"La Naissance et tout autour/La Puériculture/La Promenade/Sièges auto"
"SIEGE AUTO";"DPAM";"M";"Sièges auto";"La Naissance et tout autour/La Puériculture/La Promenade/Sièges auto"
"SLIP DE BAIN";"BEBE";"F";"Vêtements";"A classer"
"SLIP DE BAIN";"BEBE";"G";"Vêtements";"A classer"
"SLIP DE BAIN";"BEBE";"M";"Vêtements";"A classer"
"SLIP DE BAIN";"DPAM";"F";"Vêtements";"Fille 3 - 14 ans/La Plage/Maillots de bain"
"SLIP DE BAIN";"DPAM";"G";"Vêtements";"A classer"
"SLIP DE BAIN";"DPAM";"M";"Vêtements";"Fille 3 - 14 ans/La Plage/Maillots de bain"
"SOUS-PULL";"BEBE";"F";"Vêtements";"Bébé Fille 3 à 23 mois/Sous-pulls, Pulls, Gilets, Sweats"
"SOUS-PULL";"BEBE";"G";"Vêtements";"Bébé garçon 3 à 23 mois/Sous-pulls, Pulls, Gilets, Sweats"
"SOUS-PULL";"BEBE";"M";"Vêtements";"Bébé Fille 3 à 23 mois/Sous-pulls, Pulls, Gilets, Sweats;;Bébé Fille 3 à 23 mois/Sous-pulls, Pulls, Gilets, Sweats"
"SOUS-PULL";"DPAM";"F";"Vêtements";"Fille 3 - 14 ans/Sous-pulls, Pulls, Gilets, Sweats"
"SOUS-PULL";"DPAM";"G";"Vêtements";"Garçon 3 - 14 ans/Sous-Pulls, Pulls, Gilets, Sweats"
"SOUS-PULL";"DPAM";"M";"Vêtements";"Fille 3 - 14 ans/Sous-pulls, Pulls, Gilets, Sweats;;Fille 3 - 14 ans/Sous-pulls, Pulls, Gilets, Sweats"
"SPORT_CLASSIC";"BEBE";"F";"Chaussures";"Chaussures enfants/Fille/Baskets de marques sport"
"SPORT_CLASSIC";"BEBE";"G";"Chaussures";"Chaussures enfants/Garcon/Baskets de marques sport"
"SPORT_CLASSIC";"BEBE";"M";"Chaussures";"Chaussures enfants/Fille/Baskets de marques sport;;Chaussures enfants/Garcon/Baskets de marques sport"
"SPORT_CLASSIC";"DPAM";"F";"Chaussures";"Chaussures enfants/Fille/Baskets de marques sport"
"SPORT_CLASSIC";"DPAM";"G";"Chaussures";"Chaussures enfants/Garcon/Baskets de marques sport"
"SPORT_CLASSIC";"DPAM";"M";"Chaussures";"Chaussures enfants/Fille/Baskets de marques sport;;Chaussures enfants/Garcon/Baskets de marques sport"
"SPORT_SANDALE";"BEBE";"F";"Chaussures";"Chaussures enfants/Fille/Baskets de marques sport"
"SPORT_SANDALE";"BEBE";"G";"Chaussures";"Chaussures enfants/Garcon/Baskets de marques sport"
"SPORT_SANDALE";"BEBE";"M";"Chaussures";"Chaussures enfants/Fille/Baskets de marques sport;;Chaussures enfants/Garcon/Baskets de marques sport"
"SPORT_SANDALE";"DPAM";"F";"Chaussures";"Chaussures enfants/Fille/Baskets de marques sport"
"SPORT_SANDALE";"DPAM";"G";"Chaussures";"Chaussures enfants/Garcon/Baskets de marques sport"
"SPORT_SANDALE";"DPAM";"M";"Chaussures";"Chaussures enfants/Fille/Baskets de marques sport;;Chaussures enfants/Garcon/Baskets de marques sport"
"SPORT_TENNIS";"BEBE";"F";"Chaussures";"Chaussures enfants/Fille/Baskets de marques sport"
"SPORT_TENNIS";"BEBE";"G";"Chaussures";"Chaussures enfants/Garcon/Baskets de marques sport"
"SPORT_TENNIS";"BEBE";"M";"Chaussures";"Chaussures enfants/Fille/Baskets de marques sport;;Chaussures enfants/Garcon/Baskets de marques sport"
"SPORT_TENNIS";"DPAM";"F";"Chaussures";"Chaussures enfants/Fille/Baskets de marques sport"
"SPORT_TENNIS";"DPAM";"G";"Chaussures";"Chaussures enfants/Garcon/Baskets de marques sport"
"SPORT_TENNIS";"DPAM";"M";"Chaussures";"Chaussures enfants/Fille/Baskets de marques sport;;Chaussures enfants/Garcon/Baskets de marques sport"
"SPORT_CLASSIC";"CHAUSSURES";"F";"Chaussures";"Chaussures enfants/Fille/Baskets de marques sport"
"SPORT_CLASSIC";"CHAUSSURES";"G";"Chaussures";"Chaussures enfants/Garcon/Baskets de marques sport"
"SPORT_CLASSIC";"CHAUSSURES";"M";"Chaussures";"Chaussures enfants/Fille/Baskets de marques sport;;Chaussures enfants/Garcon/Baskets de marques sport"
"SPORT_SANDALE";"CHAUSSURES";"F";"Chaussures";"Chaussures enfants/Fille/Baskets de marques sport"
"SPORT_SANDALE";"CHAUSSURES";"G";"Chaussures";"Chaussures enfants/Garcon/Baskets de marques sport"
